dataset,metric,posicao,basis,mean,std,n_folds_paired,friedman_statistic,friedman_p,friedman_significant,kendalls_w
seeds,f1,8,laplacian,0.4951530404961776,0.059877845295607884,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,9,softmax_radial,0.4951530404961776,0.059877845295607884,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,10,cauchy,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,11,cosine,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,12,cubic_spline,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,13,inverse_multiquadratic,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,14,quartic_spline,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,15,radial,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,16,shepard,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,17,student_t,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,18,wendland_c2,0.4934029387460759,0.06259654472435325,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,19,rbf_gaussian,0.4923260835025541,0.06039520244500997,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,20,logarithmic,0.4903521315286021,0.06365161296250184,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
seeds,f1,21,multiquadratic,0.4886546006644045,0.06252178082966159,30,92.8457446808508,2.347505333847584e-11,True,0.154742907801418
segment,f1,1,radial,0.95785330976126,0.0176555579407699,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,2,rbf_gaussian,0.9578490020604694,0.01751044823742977,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,3,gen_exponential,0.9576299861454795,0.01839270768813636,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,4,laplacian,0.957624999764443,0.018317732525321484,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,5,softmax_radial,0.957624999764443,0.018317732525321484,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,6,entropic,0.9556260091088207,0.019662460483789702,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,7,shepard,0.9553245816722786,0.020424378699643975,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,8,cubic_spline,0.954836463125056,0.01571916314629109,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,9,wendland_c2,0.9542081227079467,0.01624463248480786,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,10,quartic_spline,0.9536104561923132,0.0173075588267232,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,11,cosine,0.9529314326291586,0.014955662348341624,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,12,rational_quadratic,0.9518560055463623,0.02142572320525846,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,13,cauchy,0.9502913992585672,0.022104124623231625,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,14,sigmoidal,0.9493441136191205,0.019969120348567782,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,15,lorentzian,0.9479222259915069,0.01939672585662305,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,16,inverse_multiquadratic,0.9469073787118046,0.018141567389862247,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,17,student_t,0.9469073787118046,0.018141567389862247,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,18,logarithmic,0.9451725613923454,0.019270292038723415,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,19,attention,0.9451184628337091,0.01919261553820486,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,20,harmonic,0.9432233407813845,0.02115760500797457,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
segment,f1,21,multiquadratic,0.9363597805490352,0.018634686586588203,30,167.84293659621812,2.2753850938363344e-25,True,0.27973822766036355
